"Year","OccurDate","ClaimCost","ClaimCost2007"
1982,1982-08-06,11533167.06,3437.04190460814
1982,1982-08-06,12513963.38,3729.33265477138
1982,1982-08-07,4345594.283,1295.04667481133
1982,1982-08-08,3189245.54,950.438895755023
1982,1982-08-09,3170453.652,944.838655492596
1982,1982-08-10,1540483.449,459.08518796469
1982,1982-08-11,1628047.537,485.180486699988
1982,1982-08-12,4896951.363,1459.35864380507
1982,1982-08-12,16592762.81,4944.87080560796
1982,1982-08-13,7815564.235,2329.14529409857
1982,1982-08-13,6063501.674,1807.00662998977
1982,1982-08-14,10417948.05,3104.69134987806
1982,1982-08-14,10421111.87,3105.63421161431
1982,1982-08-14,18236316.55,5434.67235339335
1982,1982-08-15,20453398.22,6095.39308743677
1982,1982-08-17,9812745.764,2924.33277127384
1982,1982-08-17,2084149.861,621.105232454703
1982,1982-08-18,3626632.703,1080.78626694525
1982,1982-08-18,7815564.235,2329.14529409857
1982,1982-08-18,16119749.14,4803.90624688922
1982,1982-08-20,2388957.256,711.942015100722
1982,1982-08-20,2055767.205,612.646811838009
1982,1982-08-22,3647263.009,1086.93438097654
1982,1982-08-22,7537069.394,2246.15001329197
1982,1982-08-23,4672537.923,1392.4803619572
1982,1982-08-26,8597412.669,2562.14684664092
1982,1982-08-26,2555132.544,761.46452920244
1982,1982-08-26,3386744.652,1009.29633886111
1982,1982-08-27,6386488.652,1903.26117761346
1982,1982-08-27,6957073.905,2073.30340578113
1982,1982-08-28,2508189.684,747.474913331728
1982,1982-08-28,4819597.87,1436.30624236792
1982,1982-08-28,22314821.11,6650.12262892724
1982,1982-08-28,52103760.06,15527.6348449831
1982,1982-08-29,2564604.462,764.287290627264
1982,1982-08-29,16152165.18,4813.56667123596
1982,1982-08-30,2062461.938,614.641934057383
1982,1982-08-31,4680931.161,1394.98166195323
1982,1982-09-01,5354606.263,1595.74607849374
1982,1982-09-01,6903266.312,2057.26800536033
1982,1982-09-01,4241732.659,1264.09448690739
1982,1982-09-01,9009055.954,2684.82218923632
1982,1982-09-02,19538909.84,5822.86301248117
1982,1982-09-02,37775226.38,11257.5353628944
1982,1982-09-03,2683018.477,799.576290563756
1982,1982-09-03,14217089.71,4236.88765112218
1982,1982-09-03,50511484.96,15053.1150349524
1982,1982-09-04,9923682.742,2957.3935116735
1982,1982-09-04,20120325.51,5996.13285340081
1982,1982-09-05,102557956.2,30563.6770261408
1982,1982-09-05,182363158,54346.7212988307
1982,1982-09-06,2856914.521,851.399695805714
1982,1982-09-06,1848734.493,550.948225225437
1982,1982-09-06,23446691.2,6987.43543378507
1982,1982-09-06,24580083.78,7325.20196153638
1982,1982-09-09,4018375.332,1197.53094121292
1982,1982-09-09,5210376.157,1552.76352949838
1982,1982-09-09,1738251.855,518.022884374817
1982,1982-09-09,10409911.36,3102.29630607434
1982,1982-09-10,6037978.948,1799.40050772296
1982,1982-09-11,5871999.237,1749.93627824862
1982,1982-09-11,5813386.48,1732.4688730766
1982,1982-09-11,23252957.69,6929.70019170172
1982,1982-09-11,41683007.75,12422.1077871784
1982,1982-09-11,52871933.19,15756.5609694439
1982,1982-09-11,79734383.56,23761.9394662456
1982,1982-09-11,187953891.2,56012.8364418714
1982,1982-09-14,3107494.586,926.0759906503
1982,1982-09-14,2344669.722,698.743722782761
1982,1982-09-16,6157119.606,1834.90605723579
1982,1982-09-16,2981726.896,888.595494744281
1982,1982-09-16,4711805.16,1404.18253694045
1982,1982-09-16,4689337.939,1397.48699705489
1982,1982-09-17,5302346.733,1580.17202207102
1982,1982-09-17,6017547.227,1793.31157474428
1982,1982-09-17,12299837.26,3665.52013532357
1982,1982-09-18,2474928.148,737.562519585163
1982,1982-09-18,4357461.26,1298.58319665462
1982,1982-09-19,5050000.463,1504.96937392161
1982,1982-09-19,13181531.99,3928.27725297536
1982,1982-09-20,10404818.85,3100.77866827558
1982,1982-09-20,12621938.13,3761.51061061464
1982,1982-09-22,2039254.536,607.725810085874
1982,1982-09-23,5728431.081,1707.15099942866
1982,1982-09-23,3194744.247,952.077585828776
1982,1982-09-24,2149279.826,640.514854962214
1982,1982-09-24,14753942.54,4396.87715476139
1982,1982-09-25,2145345.731,639.342440715428
1982,1982-09-26,2088102.01,622.283027041011
1982,1982-09-27,3404068.212,1014.45899724863
1982,1982-09-28,7088164.283,2112.37013568567
1982,1982-09-29,3255374.449,970.146217270144
1982,1982-09-29,8010952.626,2387.37371340848
1982,1982-09-29,5764202.013,1717.81122758726
1982,1982-09-29,12701468.54,3785.21176316351
1982,1982-09-29,16933721.76,5046.48124728496
1982,1982-09-30,1552368.479,462.62708984949
1982,1982-10-05,5112443.573,1523.5782768021
1982,1982-10-05,43363379.16,12922.8815053973
1982,1982-10-07,3756607.83,1119.52063676159
1982,1982-10-07,1555524.402,463.56759817147
1982,1982-10-07,11044362.6,3291.37147397628
1982,1982-10-08,4188413.371,1248.20460807129
1982,1982-10-08,3834331.942,1142.68348774196
1982,1982-10-08,11184111.89,3333.01867837126
1982,1982-10-08,51124434.26,15235.7823299408
1982,1982-10-08,122698641.3,36565.8773164934
1982,1982-10-09,2938519.963,875.719236339454
1982,1982-10-10,3067466.734,914.147141968952
1982,1982-10-11,3834331.942,1142.68348774196
1982,1982-10-11,3323088.47,990.325923893288
1982,1982-10-11,1814065.977,540.616532149054
1982,1982-10-11,20471054.58,6100.65492478701
1982,1982-10-12,1789355.103,533.252352908812
1982,1982-10-12,1733770.399,516.687349045663
1982,1982-10-12,1508170.751,449.455560950777
1982,1982-10-13,1643134.339,489.676560537361
1982,1982-10-14,2585485.129,770.510015669033
1982,1982-10-17,6646176.94,1980.65184778658
1982,1982-10-17,13144680.58,3917.29502755931
1982,1982-10-17,25719892.14,7664.88047968859
1982,1982-10-18,1993650.849,594.135286129341
1982,1982-10-20,1671460.322,498.118091823063
1982,1982-10-20,3546093.034,1056.78434137735
1982,1982-10-24,12016846.19,3581.18491663127
1982,1982-10-26,5112443.573,1523.5782768021
1982,1982-10-26,7668665.36,2285.36741535216
1982,1982-10-26,3618842.495,1078.46467815681
1982,1982-10-26,9421187.385,2807.64300603225
1982,1982-10-26,4315486.899,1286.07426160446
1982,1982-10-26,10371205.34,3090.76138145143
1982,1982-10-26,17847670.58,5318.85052596314
1982,1982-10-26,26901510.31,8017.01889443695
1982,1982-10-27,4620744.425,1377.04518945982
1982,1982-11-01,9022347.389,2688.78321909306
1982,1982-11-03,3501332.991,1043.44523489925
1982,1982-11-03,1822586.357,543.155722204208
1982,1982-11-03,11664170.06,3476.08259467071
1982,1982-11-04,8470847.631,2524.42873009919
1982,1982-11-04,5112443.573,1523.5782768021
1982,1982-11-05,1825566.718,544.043910643218
1982,1982-11-05,4019167.505,1197.76701962768
1982,1982-11-06,3795988.755,1131.25669232752
1982,1982-11-06,2556221.787,761.789138550057
1982,1982-11-06,2748548.849,819.105239846882
1982,1982-11-06,13333780.76,3973.6494737793
1982,1982-11-07,3348473.948,997.89114437441
1982,1982-11-07,7986019.995,2379.94344754193
1982,1982-11-07,2044976.839,609.431134833148
1982,1982-11-07,5341069.344,1591.7118910394
1982,1982-11-07,2242654.971,668.341928353611
1982,1982-11-07,5112443.573,1523.5782768021
1982,1982-11-07,7668665.36,2285.36741535216
1982,1982-11-07,3907103.546,1164.37042343901
1982,1982-11-08,2678937.698,798.360162473919
1982,1982-11-08,3795212.297,1131.02529719821
1982,1982-11-08,1682348.458,501.362905628359
1982,1982-11-08,7014706.998,2090.47885764987
1982,1982-11-08,8420309.909,2509.3677960666
1982,1982-11-08,5080774.094,1514.14033786878
1982,1982-11-08,1494647.674,445.42549860221
1982,1982-11-08,5439297.281,1620.985162979
1982,1982-11-08,2543376.266,757.960997178842
1982,1982-11-08,5426354.333,1617.12798702605
1982,1982-11-08,2297728.925,684.754721714332
1982,1982-11-08,5419631.913,1615.12461370108
1982,1982-11-08,3765705.388,1122.23183377391
1982,1982-11-08,7778835.41,2318.19960069317
1982,1982-11-08,6165509.116,1837.40624623671
1982,1982-11-08,2455353.004,731.728858296228
1982,1982-11-08,7230772.146,2154.86923402593
1982,1982-11-08,1637418.658,487.973209236875
1982,1982-11-08,2300600.051,685.610356625721
1982,1982-11-08,10841044.07,3230.77976452147
1982,1982-11-08,15251880.4,4545.26946381296
1982,1982-11-09,1794467.036,534.77577902786
1982,1982-11-09,1953487.56,582.166075365139
1982,1982-11-09,2742688.504,817.35877669104
1982,1982-11-09,15337330.72,4570.73483070431
1982,1982-11-10,2671551.006,796.158826985727
1982,1982-11-10,3067466.734,914.147141968952
1982,1982-11-10,22795971.37,6793.51200301935
1982,1982-11-11,12061347.91,3594.44703931374
1982,1982-11-12,6294934.162,1875.9766843734
1982,1982-11-12,4095067.087,1220.38613565358
1982,1982-11-12,4113586.956,1225.9053105246
1982,1982-11-12,15080012.88,4494.05058653424
1982,1982-11-12,31444447.96,9370.87659820908
1982,1982-11-15,6705605.558,1998.36239072212
1982,1982-11-15,5042323.148,1502.68142879495
1982,1982-11-15,1789355.103,533.252352908812
1982,1982-11-16,5112443.573,1523.5782768021
1982,1982-11-18,1533725.986,457.071371345282
1982,1982-11-19,4344204.063,1294.63237019129
1982,1982-11-20,2718618.283,810.185520828207
1982,1982-11-22,2577463.691,768.119517170417
1982,1982-11-23,6026599.759,1796.00935339129
1982,1982-11-23,3601823.877,1073.39289666607
1982,1982-11-23,5039614.399,1501.87418445576
1982,1982-11-25,4191138.358,1249.0166915571
1982,1982-11-26,2430352.804,724.278455941302
1982,1982-11-26,6048159.037,1802.43431381487
1982,1982-11-26,5112443.573,1523.5782768021
1982,1982-11-27,6212980.859,1851.55347649245
1982,1982-11-27,11502997.3,3428.05090249809
1982,1982-11-27,11568659.73,3447.61920687574
1982,1982-11-27,14766589.25,4400.64604772889
1982,1982-11-28,12781108.93,3808.94569126022
1982,1982-11-30,29815527.54,8885.43598040779
1982,1982-12-01,2556221.787,761.789138550057
1982,1982-12-01,1673969.789,498.865947394075
1982,1982-12-01,10224887.15,3047.15655479626
1982,1982-12-02,2816297.089,839.295144201172
1982,1982-12-02,35165332.79,10479.7512912052
1982,1982-12-05,5917653.443,1763.54185755978
1982,1982-12-06,3136484.47,934.715373536143
1982,1982-12-06,3450898.6,1028.41509492134
1982,1982-12-06,12704421.08,3786.09166056309
1982,1982-12-06,43185733.96,12869.9408002661
1982,1982-12-07,3013944.222,898.196699594636
1982,1982-12-07,3504001.884,1044.240601604
1982,1982-12-07,5292490.482,1577.23472414295
1982,1982-12-07,34446306.88,10265.4717121172
1982,1982-12-08,5739098.929,1710.33016438979
1982,1982-12-08,5112443.573,1523.5782768021
1982,1982-12-09,1533733.367,457.073570984476
1982,1982-12-11,1756196.181,523.370539541094
1982,1982-12-12,3655396.579,1089.3582963485
1982,1982-12-13,2556221.787,761.789138550057
1982,1982-12-13,4989745.376,1487.0125318931
1982,1982-12-15,2767161.716,824.652129396915
1982,1982-12-15,2300600.051,685.610356625721
1982,1982-12-15,2203462.994,656.662181882182
1982,1982-12-15,2315082.63,689.926363725144
1982,1982-12-15,11105586.23,3309.6169550976
1982,1982-12-17,1552927.841,462.793787394392
1982,1982-12-17,3851747.646,1147.87360630478
1982,1982-12-17,1964254.652,585.374816398911
1982,1982-12-17,4130911.139,1231.06815457467
1982,1982-12-17,33997748.43,10131.7951442416
1982,1982-12-18,5128204.505,1528.27525062185
1982,1982-12-18,12300457.35,3665.70493064506
1982,1982-12-18,14756743.28,4397.71181367978
1982,1982-12-19,3775976.49,1125.29276298761
1982,1982-12-19,7348879.494,2190.06684299199
1982,1982-12-20,2987900.378,890.435277019259
1982,1982-12-20,4674742.26,1393.13728460485
1982,1982-12-20,6265542.393,1867.21753424768
1982,1982-12-21,3067466.734,914.147141968952
1982,1982-12-21,2554006.074,761.128825698438
1982,1982-12-21,3834331.942,1142.68348774196
1982,1982-12-21,20705396.03,6170.49188972876
1982,1982-12-21,23305746.06,6945.43184969489
1982,1982-12-22,7709174.069,2297.4395660121
1982,1982-12-22,2303263.039,686.403963559519
1982,1982-12-22,12811182.69,3817.90808405409
1982,1982-12-23,9007103.113,2684.2402158447
1982,1982-12-23,2196418.771,654.562906851269
1982,1982-12-23,4278925.434,1275.17844377358
1982,1982-12-24,4708943.349,1403.32967802677
1982,1982-12-24,2440480.719,727.296713465902
1982,1982-12-26,1898189.23,565.686414880203
1982,1982-12-26,1940172.621,578.198040994162
1982,1982-12-27,2043949.433,609.124953759322
1982,1982-12-27,15468998.05,4609.97350021491
1982,1982-12-27,19614251.53,5845.31586904233
1982,1982-12-29,3810306.005,1135.52342911826
1982,1982-12-29,2732100.027,814.203265376095
1982,1982-12-30,4387961.795,1307.67277424962
1983,1983-01-01,2241802.47,610.449725016502
1983,1983-01-01,3924639.107,1068.69133017645
1983,1983-01-02,2511179.991,683.802054590872
1983,1983-01-03,3184233.368,867.076564459298
1983,1983-01-05,6098463.659,1660.63045851657
1983,1983-01-06,1737004.454,472.991668751591
1983,1983-01-07,11283588.34,3072.55589710917
1983,1983-01-07,20151684.8,5487.36590730013
